name,city,state,postal_code
Jackson Credit,Jackson,TN,38305
Johnsonville Tva Credit Union,huntingdon,TN,38344
1St Financial Credit Union,,,
Decatur Medical Dental Credit Union,Decatur,IL,62526
Industrial Employees Credit Union,Centerville,IA,525443134
Four Flags Area Credit Union,,,
Lexington Ma Federal Credit Union,lexington,MA,2421
Wat Federal Credit Union,williamsport,PA,17705
The First National Bank Of Lacon,Lacon,IL,61540
Oregon Pacific Banking Company,Florence,OR,97439
Malden Teachers Federal Credit Union,malden,MA,2148
Eastern Financial Florida Credit Union,,,
City National Bank Of Metropolis,Metropolis,IL,62960
"Guardian Savings Bank, A Federal Savings Bank",West Chester,OH,45069
Canara Bank New York Branch,New York,NY,100229414
Manson State Bank,Manson,IA,50563
Gloucester Municipal Credit Union,Gloucester,MA,1930
United Credit Card Systems,Holland,PA,18966
Coastline Credit Union Ltd,,,
Dsrm National Bank,Albuquerque,NM,87109
Pilgrim Bank,Pittsburg,TX,75686
Ansonia Credit Data,Olympia,WA,98502
Urbana Municipal Employees Credit Union,Urbana,IL,61802
Usny Bank,Geneva,NY,14456
Allegheny Ludlum Brackenridge Federal Credit Union,,,
Sodes Federal Credit Union,aberdeen,SD,57401
Straits Area Fed Credit Union,,,
Holyoke Postal Credit Union,,,
Qualtrust Federal Credit Union,,,
Trouvaille Federal Credit Union,Philadelphia,PA,19144
Bank Of Gleason,Gleason,TN,38229
Placer Credit Union,,,
Credit Union Northwest,,,
Penfinancial Credit Union,,,
Mortgage Bankers Association Of Metropolitan Washington,Falls Church,VA,22046
Mcclellan Federal Credit Union,,,
National Assn Of Fed Credit Unions FNDTN For Char Litry Edtnl & HMTRN,Arlington,VA,22201
Tfc Credit Corporation,Floral Park,NY,11001
First Abilene Federal Credit Union,Abilene,TX,79601
Palmetto First Federal Credit Union,Florence,SC,29502
Twin Oaks Savings Bank,Marseilles,IL,61341
Bms Federal Credit Union,,,
Banker's Preferred Mortgage,Seal Beach,CA,90740
Forge Federal Credit Union,Upper Darby,PA,19082
Belt Valley Bank,Belt,MT,59412
Red Crown Federal Credit Union,Tulsa,OK,741373504
Lockheed Credit Union,,,
Akron Police Credit Union,,,
Clarke Community Federal Credit Union,Grove Hill,AL,36451
The Troy Savings Bank Charitable Foundation,Troy,NY,12181
Sale West Credit Union Limited,Sale Cheshire,,M33 4QW
Duquoin State Bank,,,
Kern Central Credit Union,,,
Virginia Coop Credit Union,Virginia,MN,55792
Anderson State Bank,Oneida,IL,61467
Carolina Trust Credit Union,,,
Frontline Credit Union,ottawa,,
Railroad Community Credit Union,Irondale,AL,35210
Radio Cab Credit Union,Portland,OR,97209
The District Federal Credit Union,Aurora,CO,80011
Peoria Bell Credit Union,Peoria,IL,61615
"Jonestown Bank And Trust Company, Of Jonestown, Pennsylvania",Jonestown,PA,17038
First National Bank Of Assumption,Assumption,IL,625101003
Ark Valley Credit Union,Arkansas City,KS,67005
Creditcorp International,Cleveland,TN,37311
Break The Bank,Port Saint Lucie,FL,34986
Phila Federal Credit Union,,,
First Security Bank Of Roundup,Roundup,MT,59072
Aristotle Credit Partners,,CA,
Bank Of Keystone,Keystone,NE,69144
Mid-State Bank,,WA,
Oxford Credit Union,,,
Middconn Federal Credit Union,,,
Mass Bankers Aassoc Group Ins Trust,Boston,MA,2108
Accredited Home Services,East Windsor,CT,6088
Victoria Federal Credit Union,Victoria,TX,779014522
Stratford State Bank,Stratford,WI,54484
Employment Security Credit Union,Jefferson City,TN,651021828
Flora Savings Bank,Flora,IL,62839
Cooper's Cave Federal Credit Union,Glens Falls,NY,128013158
Tiger Credit,Baton Rouge,LA,70806
Pine Belt Federal Credit Union,Hattiesburg,MS,39401
Fil-am Sda Credit Union,,,
Royal Asian Bank,Fort Lee,NJ,7024
Mokelumne Federal Credit Union,Stockton,CA,95219
Wit Federal Credit Union,Rochester,NY,146096032
Portland Teachers Credit Union,,,
Grenada Lake Medical Center Employees Federal Credit Union,madrid,,
The First National Bank Of Lindsay,Lindsay,OK,73052
Marquette Farmers State Bank Of Marquette,Marquette,KS,67464
Tnb Bank,Tuscola,IL,61953
Calcasieu Parish Employee Federal Credit Union,,,
Bank Of Stronghurst,Stronghurst,IL,61480
Financialedge Community Credit Union,,,
Trumbull Credit Union,Trumbull,CT,6611
New Holland Credit,Racine,WI,53404
Engineers Federal Credit Union,,,
North Western Employees Credit Union,Council Blfs,IA,51501
Selh Federal Credit Union,,,
Springfield City Employees Credit Union,Springfield,IL,627011929
Southwest Healthcare Credit Union,Phoenix,AZ,85015
Peoples State Bank of Colfax,Colfax,IL,61728
Financial Federal Credit,Houston,TX,77056
Sherwil Credit Union,,,
Buffalo Community Federal Credit Union,,,
Creditors Trade Association,Santa Rosa,CA,95403
The Baxter State Bank,Baxter Springs,KS,66713
Monad Federal Credit Union,Pasco,WA,99301
Wesc Federal Credit Union,,,
St. Agnes Employees Credit Union,,,
The Baltic State Bank,Baltic,OH,43804
First National Bank Of Norway,,,
Optimum Bank,Fort Lauderdale,FL,33308
Bank Of Lindsay,Lindsay,NE,68644
Jackson Parish Bank,Jonesboro,LA,71251
Mint Valley Federal Credit Union,Longview,WA,98632
Greater Piedmont Credit Union,,,
Community Healthcare Credit Union,Manchester,CT,60404111
Pro Credit Solutions,Rockledge,FL,32955
Bank Of Orchard,Orchard,NE,68764
The Pennsville National Bank,Pennsville,NJ,8070
United Poles Federal Credit Union,Perth Amboy,NJ,8861
Relay Federal Credit Union,,,
Fort Roots Federal Credit Union,North Little Rock,AR,721150733
Valley State Employees Credit Union,,,
Augusta County Federal Credit Union,Verona,VA,244820590
The Citizens Bank Of Edmond,Edmond,OK,73034
National Business Credit Exchange,Hilton Head Island,SC,29926
Park Federal Credit Union,,,
Paco Federal Credit Union,,,
Key Credit Union,,,
Milltown Credit Union,,,
Credit Solutions Of America,Richardson,TX,75082
Taconnet Federal Credit Union,Winslow,ME,4901
C C S E Federal Credit Union,,,
Truchoice Federal Credit Union,Portland,ME,41046059
Eastern Financial Federal Credit Union,,,
The Farmers State Bank Of Westmoreland,Westmoreland,KS,66549
Marketing Association Of Credit Unions,,,
Land Bank Of Taiwan La Branch,Los Angeles,CA,90017
Waialua Federal Credit Union,Waialua,HI,967910800
Farm Credit Bank,,,
Citizens Union Bank Of Shelbyville,Shelbyville,KY,40065
South Bend Transit Federal Credit Union,,,
"First Hope Bank, A National Banking Association",Hope,NJ,7844
Efcu Financial Federal Credit Union,Baton Rouge,LA,708164213
Tn Bank,Oak Ridge,TN,378307551
First State Bank Of Swanville,Swanville,MN,56382
Simply Service Federal Credit Union,,,
1St Choice Savings And Credit Union Ltd.,lethbridge,,
Greater Niagara Federal Credit Union,Niagara Falls,NY,143041251
First National Bank Of Waseca,Waseca,MN,560932928
Norwalk Hospital Credit Union,Norwalk,CT,6850
Freedom Community Credit Union,Fargo,ND,581021310
Wv Federal Credit Union,,,
Timberland Federal Credit Union,Du Bois,PA,158012511
Peoples Credit Network Finance Co.,,,
Osnova Ukrainian Federal Credit Union,parma,OH,
Alaska General Credit Company,Anchorage,AK,99501
Tampa Postal Credit Union,lutz,FL,
The Sumitomo Trust & Banking,,NY,
Community Care Credit Union,curepe,,
CHEVRON WEST CREDIT UNION,Englewood,CO,80112
First Equity Mortgage Bankers,Miami,FL,33156
Velocity Community Federal Credit Union,Palm Beach Gardens,FL,33410
Southeastern Credit Union Foundation,Tallahassee,FL,32311
Castlebar Credit Union Limited,,,
Scientific Research Partner's Credit Union,,,
Fairwinds International Bank,San Juan,PR,901
Credit Union South,Laurel,MS,394404239
Federal Reserve Bank Of Dallas Houston Office,,,
Kinmundy Bank,Kinmundy,IL,62854
Noble Bank & Trust,,,
Wiremold Federal Credit Union,,,
Frederick County Bank,Frederick,MD,21701
Bristol Credit Union,,,
Americorp Credit Corporation,,AR,
United Bankcard Services,Los Angeles,CA,90006
Elevator Credit Union,Olive Branch,MS,38654
Delta Federal Credit Union,Greenville,MS,38701
Mountain America Federal Credit Union,Sandy,UT,84070
Ipswich State Bank,Ipswich,SD,57451
Lea Community Federal Credit Union,,,
Methuen Municipal Employees Federal Credit Union,,,
Ibew 116 Federal Credit Union,Fort Worth,TX,76104
S J B Federal Credit Union,Fall River,MA,2721
Nevada Federal Credit Union,,,
Notre Dame Community Federal Credit Union,Fall River,MA,2723
Garden City Teachers Federal Credit Union,Garden City,KS,678460705
"Us Capital Business Credit Income Fund, Lp",,CA,
The First National Bank Of Thomas,Thomas,OK,736690130
Pacific Coast Credit Union,,,
Ambraw Federal Credit Union,Lawrenceville,IL,624392081
Black Pear Credit Union,,,
M.A.P. Credit Union,,,
Putnam Federal Credit Union,,,
St. Cloud Federal Credit Union,St. Cloud,MN,56301
Eastpointe Community Credit Union,Eastpointe,MI,48021
Artesian City Federal Credit Union,Albany,GA,317020428
Country Bankers,Blooming Prairie,MN,55917
Mon Valley Community Federal Credit Union,Allenport,PA,154120189
Thunder Bay Area Credit Union,,,
Galesburg Burlington Credit Union,Galesburg,IL,61401
Devils Slide Federal Credit Union,,,
Western Bank Alamogordo Nm,Alamogordo,NM,88310
Horizon One Federal Credit Union,,,
City Public Service/Ibew Federal Credit Union,San Antonio,TX,78215
Credit Loans,Little Rock,TX,77301
Southern Oregon Federal Credit Union,,,
Pathway Credit Union,Cleveland,TN,37311
Directors Choice Credit Union,,,
Bank Of Lumber City,Lumber City,GA,31549
Transfiguration Manhattan Federal Credit Union,,,
Financial Benefits Credit Union,Downey,CA,902417005
Adp Federal Credit Union,,,
Southern Missouri Savings Bank,,,
Drumcondra Credit Union,,,
Personal Credit Corp,Bellaire,TX,77401
Banker's Trust Financial Development And Consulting,Land O Lakes,FL,34638
Dexia Credit Local New York Branch,New York,NY,10022
American Motor Credit,Atlanta,AR,30339
The Old Fort Banking Co,Old Fort,OH,44861
Fedone Federal Credit Union,laguna niguel,CA,92677
Printing Office Employees Credit Union,,,
Dow Great Western Federal Credit Union,,,
Golden Valley Federal Credit Union,Manteca,CA,953364544
Communications Federal Credit Union,,,
Neighborhood Community Federal Credit Union,Omaha,NE,68137
West Coast Credit,Sacramento,OR,95822
Whetelco Federal Credit Union,,,
Crown Credit Of Newport,Newport,TN,37821
Elkhorn Federal Credit Union,Helena,MT,59604
Watsonville Hospital Federal Credit Union,Watsonville,CA,95076
The Hub-Co Credit Union,Keokuk,IA,526325820
Founders Investment Banking,Birmingham,AL,35209
Custom Cash Credit,San Antonio,TX,78213
Metro West Credit Union,,,
First Financial Credit Union - Chicago,,,
Replublic Bank & Trust Company,Louisville,KY,40202
Lacey Credit Union Center,,,
State Bank Of Bottineau,Bottineau,ND,58318
California Physicians Credit Union,,,
Santa Barbara Teachers Federal Credit Union,Santa Barbara,CA,931101563
Lisburn Credit Union Limited,Co Antrim,,BT28 1XJ
Vista Federal Credit Union,,,
North Somerset Credit Union,,,
Scotchman Credit Corp,Philip,SD,57567
St Vincent Hospital Credit Union,Worcester,MA,1608
Hamilton Federal Credit Union,Santa Rosa,CA,95406
Peru Central School Federal Credit Union,,,
Nekoosa Credit Union,Nekoosa,WI,544571226
Jones Financial And Credit Repair Services,Chicago,IL,60623
Cooperativa De Ahorro Y Credito De Cabo Rojo,Cabo Rojo,PR,623
Mocse Central Valley Federal Credit Union,,,
Commercial Credit Counseling,Paramus,NJ,76522626
Integrus Credit Union,,,
672 Bse Credit Union,Middlebrg Hts,OH,44130
Mon Oc Federal Credit Union,,,
Pentagon Federal Credit Union Foundation,Alexandria,VA,22314
Cabot Credit Union,Cabot,VT,
North Sanpete Federal Credit Union,,,
Norton Credit Union,,,
Community Federal Credit Union,,,
Catholic Family Credit Union,Kansas City,MO,641143331
Credit Union Department Sta,,,
Carolina Collegiate Federal Credit Union,,SC,
Atrium Credit Union,Middletown,OH,45005
Lauderdale County Bank,Halls,TN,380401509
Westbank Automobile Insurance,Fresno,TX,77545
Utica District Telephone Employees Federal Credit Union,utica,NY,13502
State Bank Of Chandler,Chandler,MN,56122
Bull Dog Federal Credit Union,,,
Carbondale Highway Credit Union,Carbondale,IL,62903
Bucks County Employees Credit Union,Doylestown,PA,18901
Urbana Postal Credit Union,Urbana,IL,61803
Copperfin Credit Union,kenora,,
Hoboken School Employees Federal Credit Union,,,
The Union Credit Union,,,
Citizens State Bank At Mohall,Mohall,ND,58761
Holmes County Bank & Trust,Lexington,MS,39095
American Credit Union,milwaukee,WI,53207
Jacksonville Postal & Professional Credit Union,jacksonville,FL,32224
Woodlawn Federal Credit Union,pawtucket,RI,2861
Bankiowa Of Cedar Rapids,Cedar Rapids,IA,52402
Banks Wealth Management,Chorley,CT,6615
Landesbank Hessen Thuringen Girozentrale,Frankfurt am Main,NY,60311
The State Bank Of Wynnewood,Wynnewood,OK,73098
Monroe Telco Federal Credit Union,West Monroe,LA,71291
Home Bank S B,Martinsville,IN,461514521
Gowanda Area Federal Credit Union,Gowanda,NY,140700029
Ft Randall Federal Credit Union,Pickstown,SD,573670110
Hepcoe Credit Union,,,
1St Mid America Credit Union,,,
Silgan White Cap Credit Union,Downers Grove,IL,60515
"Community Savings Credit Union, Bc",,,
The American Bank Of Wagoner,Wagoner,OK,74477
Buckley State Bank,Buckley,IL,60918
March Community Credit Union,,,
Lu #354 Ibew Federal Credit Union,,,
Sacramento District Postal Employees Credit Union,,,
Tonawanda Community Federal Credit Union,Buffalo,NY,142231407
Wyandotte Credit Union,,,
All Credit Considered Mortgage,Rockvale,MD,20850
Healthcom Federal Credit Union,,,
Ormsby State Bank,Ormsby,MN,56162
Fort Worth Telco Credit Union,,,
National Foundation For Consumer Credit,Parkersburg,WV,261011048
Banking Associates,Corpus Christi,TX,78411
Millom & District Credit Union Limited,Millom,,LA18 5BA
"Employees Credit Union, Estherville",,,
Bankit Mortgage,Valencia,CA,91355
Glenbrook Credit Union,,,
Rochester Area State Employees Federal Credit Union,,,
Medisys Employees Federal Credit Union,,,
Transportation Northwest Credit Union,,,
G R Consumers Credit Union,,,
State Bank Of Everly Iowa,Everly,IA,51338
First National Bank Of Cunningham,Cunningham,KS,670350097
The Kansas State Bank Overbrook Kansas,Overbrook,KS,66524
Tribune Credit Union,,,
Quail Credit,Burbank,CA,91506
Maine Solutions Federal Credit Union,South Portland,ME,4106
Waconized Federal Credit Union,Waco,TX,767111033
F.F.E. Federal Credit Union,,,
Natl Consumer Cooperative Bank (NC,Arlington,VA,22202
Goleta-ventura Credit Union,,,
Westminster Savings Credit Union,Surrey,,v3t 5y1
Midway Federal Credit Union,bluemont,VA,20135
Ladish Community Credit Union,,,
Butler Heritage Federal Credit Union,,,
Ufcw Local 23 Federal Credit Union,,,
Community & Teachers Federal Credit Union,E Providence,RI,2914
Mountain Lakes Community Federal Credit Union,Piney Flats,TN,37686
Credit Union Department Of The State Of Texas,Austin,TX,78752
Whitney Nat'L Bank,,,
Bradford Area School Employees Credit Union,,,
Ku Credit Union,,,
Piscataway Township Employees Federal Credit Union,,,
The First National Bank Of Floydada,Floydada,TX,79235
"Peoples Bank & Trust Company Of Pointe Coupee, La",New Roads,LA,70760
Think Federal Credit Union,,,
Health Services Staffs Credit Union,,,
Laneco Federal Credit Union,Eugene,OR,974400866
South Carolina Methodist Conference Credit Union,Columbia,SC,29203
Westside Credit,Kenner,LA,70062
Northampton Area School District Employees Credit Union,,,
Spc Federal Credit Union,,,
Mississippi Credit Union League,Jackson,MS,392138000
Irvin Works Federal Credit Union,Dravosburg,PA,150340250
United Arkansas Federal Credit Union,Little Rock,AR,722094844
Security State Bank Of Lewiston,Lewiston,MN,55952
Firstier Bank/first Companies,Kimball,NE,69145
Allsteel Credit Union,Aurora,IL,605052660
Sage Business Credit,Minnetonka,MN,55305
Hawaii County Employees Federal Credit Union,Hilo,HI,967202067
Mclg Family Credit Union,,,
Advantageplus Of Indiana Federal Credit Union,Terre Haute,IN,478050261
Moffat County Schools Federal Credit Union,Craig,CO,816251909
Metropolitan Credit Union,,,
Tc Ziraat Bankasi,Ankara,NY,10168
Lauhoff Employees Credit Union,Danville,IL,61832
The Putnam County National Bank Of Carmel,Carmel,NY,10512
Fastcredit Financial,Los Angeles,CA,90057
Fdic As Receiver For Proficio Bank,Dallas,TX,75201
Southwest Oklahoma Federal Credit Union,Lawton,OK,735075027
American Bankcard Services,El Monte,CA,91731
Community Plus Credit Union,,,
Banco Del Credito Del Peru,Miami,FL,33134
Epworth Federal Credit Union,,,
Illinois Credit Union Foundation,Naperville,IL,60563
Electric Energy Inc Employees Credit Union,,,
MHM Credit Cleaners,Laurinburg,NC,28352
United Health Credit Union,,,
Cooperativa De Ahorro Y Credito De Adjuntas,Adjuntas,PR,6010005
Independence Parkway Federal Credit Union,,,
Small Credit Union Alliance,,,
The Andover Bank,Andover,OH,44003
FirsBank,,,
Trailview Federal Credit Union,,,
Muw Employees Federal Credit Union,,,
Kalamazoo Building Trades Credit Union,,,
Questa Credit Union,Questa,NM,87556
Easy Credit,Brussel,VA,75008
Bab Credit Union,,,
Aurora Firefighters Credit Union,Aurora,IL,60505
Coop De Ahorro Y Credito Yabucoena,,,
Brazosport Teachers Federal Credit Union,Clute,TX,775314454
The First National Bank Of Bastrop,Bastrop,TX,78602
City Of Bridgetown Co-Operative Credit Union Limited,,,
Kkr Credit Advisors,London,NY,SW1Y 5NQ
Tompkins Employees Federal Credit Union,,,
St. Thomas Hospital Employees Credit Union,,,
Alloya Corporate Federal Credit Uni,,,
Cooperative Employees Credit Union,,,
First Bank & Trust Il,,,
Morgan City Federal Credit Union,morgan city,LA,70381
